Id,Nombre,Tipo,precio
20277,Arrollado de bistec con queso,,57.8
20278,Asado de ternera a la mostaza,,48.1
20276,Anticuchos,,36.0
20271,albondigas econÃ³micas,,25.5
20270,albondigas de ternera jugosas,,52.1
20269,albondigas de ternera glaseadas,Plato principal,95.3
20265,albondigas con salsa agridulce,Plato principal,61.7
20257,Aji­ de pata,,72.6
20081,Ciervo al vino negro,,43.3
20078,Caldereta rancho,,44.6
19376,Tacos de discada tipo Chihuahua,Plato principal,47.0
19352,Chalupas mexicanas (Tostadas),,93.2
19202,Puerco - espÃ­n,,61.6
19114,Costillas al limon,,5.2
19108,Carne con papas,,36.0
18699,Fritada Quitena,,74.3
18628,Filetes de Higado de Ternera Empanados con GuarniciÃ³n,,46.5
18604,Arrollado de Chancho,,9.5
18539,Entrecot cafe de ParÃ­s,,31.7
18538,Entrecot al Cabrales,,10.0
18287,Costillitas chinas,Plato principal,61.6
18270,Cordero al Horno con Patatas,,15.7
18200,Cochifrito de Cabrito,,29.1
18186,ChuletÃ³n de Buey facil,,4.9
18181,Chuletas de Cabrito al Ajo CabaÃ±il,,95.7
18176,Chivichangas,,25.0
18114,Cazuela de Cerdo con CastaÃ±as y Lima,,49.5
18103,Carpaccio de Ternera al limon,,58.8
18099,Carne Jamonada,,26.6
18100,Carnes Mixtas,,97.2
18097,Carne de Vaca con Vino Blanco,,44.5
18094,Carne con Hongos,,23.8
18092,Carne con Germinado,,6.6
18089,Carne con Albahaca,,93.6
18088,Carne Asada al Vino,,63.4
18077,Caracoles con All-i-oli,,15.3
18031,Callos a la madrileÃ±a,Plato principal,31.6
17971,albondigas arabes,,16.0
17757,Ternasco Asado de AragÃ³n,,25.5
17643,Tagine de Albondigas de Carne,,63.6
17624,Steak Tartar,,37.7
17553,Solomillos en Salsa,,81.0
17554,Somarrillo,,32.8
17551,Solomillos al Whisky,,74.6
17552,Solomillos Cabreados,,10.1
17550,Solomillo de Ternera al Jerez,,75.7
17544,Solomillo de Cerdo a La Provenzal,,87.4
17501,Salteado de Carne,,94.9
17361,Becadas Rellenas,,90.9
17357,Redondo de Ternera Mechado,,43.4
17356,Redondo de Ternera Asado con Verduras,,8.1
17124,Pierna de cerdo al horno con naranja agria,Plato principal,21.2
17095,Pernil a lo panameÃ±o,Plato principal,99.0
17096,Pernil (jamon) a La Cerveza,,88.6
17022,Pata de Cerdo al Horno,,66.4
16875,Paletilla de Cordero Rellena,,86.6
16874,Paletilla de Cordero al Horno,,35.4
16872,Asado de Mercedes,,27.0
16863,Pachamanca,Plato principal,43.6
16858,Ossobuco en Salsa,,39.5
16771,Molde de Jamon,,71.1
16694,Medallon de Salmon con Salsa de Ostras,,7.2
16689,Matambre Alta Cocina,,66.6
16688,Matahambre,,13.1
16660,Mandanga o guiso de Morcilla Lustre,,13.1
16620,Lomo Relleno en Salsa de Almendras,,74.4
16619,Lomo negro sencillo,Plato principal,86.4
16618,Lomo Envuelto en Masa Philo ,,27.9
16616,Lomo en Salsa de Soja,,21.5
16613,Lomo de Vaca con Hongos de Pino Del Sur Argentino Patagonia,,0.1
16605,Lomo de Cerdo en Salsa de Panela,,57.8
16604,Lomo de Cerdo con PÃ¡prika,,23.8
16601,Lomo con Higos,,35.6
16602,Lomo de Cerdo al Romero,,91.0
16598,Lomo con Almendras y nata,,0.4
16597,Lomo al curry,Plato principal,62.1
16593,Lomo a La Pimienta,,98.9
16594,Lomo a La pinia en olla express,,0.6
16592,Lomo a la naranja horneado,Plato principal,90.9
16589,Lomo a La champania,,85.4
16588,Lomo a Color,,79.4
16580,Llana de Novilla Guisada,,9.9
16519,Kibbe MediterrÃ neo,,44.9
16447,Pernil de Cochino Horneado,,10.9
16415,NiÃ±os envueltos de repollo en salsa,Plato principal,79.7
16413,Ãame en salsa de tomate,,73.7
16409,Morcilla negra con manzana y col a la pimienta,,55.2
16405,Monkey gland steak,,10.9
16401,Menudo de chivo del titi Paco,,16.8
16398,Matambre a la leche,Plato principal,58.8
16399,MÃ©choui (Cordero asado a la brasa),,12.3
16386,Lomo relleno con mostaza de Dijon,,98.4
16380,Lomo de cerdo con almendras,,94.5
16375,LOMO A LO MACHO,,23.0
16368,Lengua de res guisada,Plato principal,75.1
16365,La carne en salsa de Susana,,72.9
16359,Bife angosto a la provenzal,,35.6
16354,Bazo de cordero,,67.3
16347,Asado de carne,,1.7
16333,ALPACA ATOMATADA,,22.0
16318,Adobo AREQUIPEÃO,,66.7
16122,PepiÃ¡n,,18.0
16006,Caracoles con tomate,,91.8
15999,Mansaf,Plato principal,75.9
15978,Carne con arroz y tomate,,89.4
15829,Lomo al trapo,Plato principal,78.8
15816,Huevos fritos con chorizo de mamÃ¡ Anita,,79.0
15685,Butifarras,,64.7
15634,FRITADA DE CABRITO,,12.7
15575,salchichas agridulces Kike,,28.0
15465,Chuleta de Res con Aderezo Salazar,,92.6
15365,FRIJOLES RELLENOS DE BISTEK,,83.2
14934,CARACOLES DE HUERTO ,DULCES Y PICANTES,9.12
14535,Curry de carne,,2.8
14512,Cocido Asturiano,,33.3
14496,Carne y verduras a la parrilla,,85.0
14493,Callos de cordero con garbanzos y tomate,,30.8
14463,Bolitas de carne,Plato principal,37.3
14282,Lomo de cerdo con col y ciruelas,,17.8
14047,Kofta de cordero,,62.8
14031,chorizo con tomate y huevo,,6.8
14030,Hilachas,,39.8
14028,higado encebollado,Plato principal,45.0
14029,higado frito,Plato principal,26.0
14025,higado asado,Plato principal,97.7
14026,higado con salsa de tomate,,51.8
14003,Cochinillo al horno crujiente,Plato principal,88.2
14002,Cochifrito de cordero,,69.5
13990,Chuletillas de cordero con patatas bravas,,18.1
13989,Chuletillas de cordero con berenjenas,,51.8
13985,Chuletas al romero,,15.1
13986,Chuletas de cerdo con garbanzos fritos,,15.0
13984,Chuleta de cerdo rellena de platano,Plato principal,4.0
13982,Chuleta de cerdo con panceta y queso,,54.7
13936,CarrÃ© de ternera relleno al vino blanco,,63.3
13935,CarrÃ© de ternera relleno,,80.2
13930,CarrÃ© de cerdo con ananÃ¡,,88.9
13931,CarrÃ© de cerdo con Pure de batata,,36.0
13928,CarrÃ© de cerdo a la miel,,49.9
13925,Carpaccio de ternera con Esparragos silvestres,,61.9
13918,Cardo con lomo de cerdo,,8.9
13912,Caracoles con jamon,,81.2
13911,Caracolas rellenas de espinacas y queso,,51.0
13910,Caracolas de salmon con salsa de menta,,29.5
13884,Callos y morros en salsa,,98.0
13882,Callos melosos,,21.7
13858,Buey guisado,,68.1
13806,albondigas sorpresa,,78.3
13775,ZancarrÃ³n a la jardinera,Plato principal,30.3
13706,Paletilla de cordero con verduras confitadas,,12.2
13673,Ossobuco estofado,,20.8
13667,Tiras de carne al aroma de naranja,,10.9
13661,Ternera asada en cazuela,Plato principal,96.9
13660,Ternera al atun,,29.5
13502,Solomillo de cerdo con frutas,,93.8
13463,San jacobos de piquillo y jamon,Plato principal,25.5
13423,Salchichas con Pure casero al perejil,,89.3
13386,Roast Beef con guarniciÃ³n de legumbres,,65.0
13379,RiÃ±ones de cordero con pasta,,25.1
13366,Redondo con uvas,,78.9
13365,Redondo con Pure de patata,,78.2
13352,Rabo guisado,,1.2
13350,Rabo de ternera San FermÃ­n,,76.6
13347,Quijada en escabeche,,21.6
13196,Pierna de cordero asada,,97.9
13164,albondigas de cocido,,47.4
13088,albondigas con jamon y queso,,57.5
13073,Jarretes de cordero,,24.4
13071,Jamon york empanado,,60.8
13034,higado de ternera con pimientos verdes fritos,,58.7
13032,higado de ternera al vino tinto,Plato principal,92.8
13031,higado de cordero salteado,,49.2
13029,Higado al jerez,,80.2
12887,Filetes rellenos de verduras,,61.2
12886,Filetes rellenos de pimientos,,80.7
12882,Filetes de higado empanado,,6.8
12880,Filetes de cerdo rellenos,,75.8
12877,Filetes de cerdo con platano y pinia,,62.0
12866,albondigas salsa vino tinto,Plato principal,54.2
12864,Estofado de costilla con patatas,,53.1
12840,Escalope milanesa,,35.7
12605,Costillas de cordero guisadas,,87.2
12603,Costilla de ternera asada,,78.2
12601,Costilla de cerdo con castaÃ±as,,75.3
12598,Cordero relleno al horno,Plato principal,89.3
12595,Cordero al chilindrÃ³n,Plato principal,21.8
12596,Cordero guisado con patatas,,9.8
12593,Cordero a la sevillana,,27.4
12592,Cordero a la provenzal,,69.6
12522,Matambre al queso,,33.2
12521,Matambre marinado,,74.2
12440,Espaldilla de cordero rellena,,61.2
12433,Chorizos a la sidra asturianos,Entrada,82.4
12396,Escalopes al Marsala,Plato principal,94.3
12384,Ternera al tomillo,,30.2
12339,Chuletas de cerdo en salsa agria,,71.7
12333,Paticas de cochino en salsa,,53.7
12322,Carne frita con fideos,,47.0
12238,Cabrito norteÃ±o,,33.7
12224,Roast beef a la soja,Plato principal,27.3
12216,Hamburguesa mexicana,Plato principal,91.0
12177,Matambrito de cerdo,,48.9
12175,Matambre hervido,Plato principal,83.7
12176,Matambre tiernizado a las brasas,,40.8
12167,Medallones de filete a la pimienta,,47.4
12160,Pamplonas,,63.7
12103,Jamon con glaseado de cerveza miel y canela,nan,74.9
12045,Lomo de cerdo en leche,,56.3
12036,Filete de cerdo con hierbas,,87.7
12026,Cordero en gabardina,,87.6
12024,Lechazo asado,,52.8
12003,Mollejas salteadas al verdeo,,21.5
11996,Higado de cerdo con tomates,,91.8
11928,Cerdo en mandarinas,,4.3
11925,Chivitos de especiales,,5.4
11911,Matambre en sus jugos,,68.1
11899,Estofado irlandÃ©s tradicional,,77.9
11890,Madagascar,,85.1
11887,LechÃ³n al horno,Plato principal,77.0
11884,Saltimboca a la romana,,17.9
11858,Callos con garbanzos,Plato principal,90.9
11825,Cerdo al romero,,55.3
11819,Carne al caldero,,29.3
11774,Matambre magal,,87.9
11764,Chuletas de cerdo crocantes,,61.9
11750,Solomillo al queso,,49.9
11746,Lomo de cerdo relleno con frutas,Plato principal,36.4
11709,Lomo estofado al vino,Plato principal,68.8
11669,albondigas en salsa,Plato principal,62.9
11642,Cordero otoÃ±al,,82.5
11635,Ossobuco guisado,,77.2
11628,Lomo en salsa de martini,Plato principal,32.1
11592,Hervido de res,,25.1
11562,Albondigon relleno,,92.9
11523,Biftec de falda marinado,,3.3
11512,Chivo en coco,Plato principal,14.2
11475,Lomo saltado peruano,Plato principal,60.5
11456,Bollos pelones,Entrada,56.9
11452,Rosbif de ternera con Champiniones,Plato principal,20.2
11398,Lomo blanco,,49.9
11399,Higado a la naranja,,17.0
11384,Filete con cebolla,,66.6
11370,Chuletas a la sarten con manzana y relleno,,9.4
11291,Lomitoen salsa de fresas,,96.7
11261,Bicteces enrollados,,29.4
11234,Cabrito en cerveza,,16.5
11207,Matambre a las brasas,,33.1
11202,Chuletas de cordero fritas,,23.5
11192,Bitec con salsa de ron y azucar morena,,23.1
11189,Carne con salsa de pimientos morrones,,38.8
11179,Ternera en salsa de petalos de rosa,,91.1
11168,Cerdo asado a la cubana,,73.8
11116,Costillas de res con vino blanco,,5.4
11094,Lomo en libro,,69.8
11076,Salchicas en chipotle,,42.9
11072,Carne asada con salsa teriyaki,Plato principal,46.4
11017,albondigas de carne peruanas,Plato principal,58.7
10968,Costilla de cerdo con oregano,,98.4
10954,Chuletas a la bbq al sarten,,84.8
10953,Caracoles en caldo picante,,1.7
10929,Lomillo asado,,27.9
10825,Anillo de carne,,5.7
10807,Honey bbq ribs,,80.5
10789,Chuleta de cerdo agridulce,,59.9
10758,Chuletas de cerdo con mermelada agridulce,,25.9
10746,Malaya rellena,,69.5
10739,Asado al horno argentino,Plato principal,35.8
10704,Pastel de carne con verduras,Plato principal,11.6
10700,Chuletas de cerdo rellenas,,64.0
10654,Muchacho a la vinagreta,,32.9
10635,Chorizos antioquenos,,17.2
10563,Pan de carne argentino,,30.9
10463,Pan de carne meatloaf,,53.5
10386,Chicharrones antioquenos,,75.2
10360,Solomillo al ajo tostado,,10.5
10349,Filete de res al vino tinto,,52.0
10304,CharquicÃ¡n,,45.3
10284,CaÃon de cerdo latino,,19.5
10258,Reboltijo de carne y choclo,,17.0
10243,albondigas de carne mixtas,,4.6
10222,Milanesas de carne molida,Plato principal,57.4
10205,Ternera en salsa roja,,52.2
10177,Lomo embuchado con ensalada y petalos de parmesano,,31.9
10164,Solomillo con salsa de castaÃas,,26.8
10092,Ternera con salsa de almendras,,17.3
10011,Pierna de cerdo a la cerveza,,31.6
10012,Chuletas de cordero a la menta,Plato principal,35.6
9976,Bifes al marsala,,3.1
9962,Bifes de higado con cebolla y tomate,Plato principal,91.7
9922,Lomo de puerco en salsa de tamarindo,,98.2
9914,Rico ragout,,74.5
9867,Mole de olla vegetariano,,6.0
9869,Salchichasabrigaditas,,45.0
9832,Hamburguesas con tocino,,85.4
9830,Ternera al sofrito,,80.0
9784,Asado de tira al horno,Plato principal,48.3
9776,Matambremaria,,82.9
9729,Filetes de cerdo con ciruelas,,33.1
9690,Cerdo con menta,,40.6
9682,Patitas de cerdoen vinagreta,,61.0
9672,Costillitas de cerdo al caramelo,,0.3
9666,Sesos a la milanesa,,64.8
9664,Bifes arrollados,,61.6
9604,Estofado de cordero al horno,Plato principal,18.0
9599,Matambre rico,,32.6
9527,Esacalopes rellenos,,56.9
9491,Revuelto de chorizos,,85.1
9454,Carne con papas estilo cubano,Plato principal,12.0
9435,Chorizos diferentes,,93.4
9434,Chorizos a la pomarolla,,84.1
9423,Bondiola al horno,,1.8
9424,Matambre al horno,,35.4
9367,Higado en salsa,Plato principal,3.9
9315,Solomillo cerdo canario,,66.2
9277,Lomo de cerdo con uvas y ajonjoli,,13.6
9271,Bistek en salsa roja pato y arroz amarillo  acompaÃ±ar,,23.9
9228,Costillas al limon faciles,,36.3
9165,Medallones de lomito en salsa de ostras,Plato principal,53.5
9166,Chuletas de cerdo en salsa de ciruela,,6.9
9140,Pierna de puerco mechada,,58.6
9133,Pierna de cerdo a la Coca Cola,Plato principal,48.2
9118,Asado de res,,36.6
9097,Costilla de cerdo en salsa de chicatanas,,22.6
9084,Muchacho punzado al vino,,60.0
9079,Puntas de filete con crema de esparragos,,50.5
9061,Carne de res salteada al estilo oriental,Plato principal,65.3
9058,Machacado ranchero,,88.0
9013,Filete relleno con tocino y morrÃ³n,,74.2
9001,Chuleta a la naranja,Plato principal,79.2
8965,Bife a la chilena,,49.6
8966,Bife al vino tinto,,30.8
8906,Lomo de ternera a la pimienta,,13.4
8848,Redondo a la pinia,Plato principal,94.9
8793,Solomillo de cerdo en salsa,,94.8
8757,Libritos de lomo,,94.6
8718,Carne escabechada,,53.5
8711,Costillas de res a la goose,,22.0
8709,Cochinitos,,93.1
8673,Carne a la crema,,41.4
8667,Hamburguesas de res y cerdo,,17.8
8666,Lomo relleno a la cerveza,Plato principal,19.0
8660,Bifes con salsa de mantequilla,,60.6
8648,Pastel de carne especial,,84.3
8601,Carne a la jardinera,,55.9
8587,Longaniza a la mexicana,Plato principal,1.7
8567,Lonjas de cerdo campiÃa,,33.7
8531,Bondiola a la cerveza negra al disco de arado,,76.7
8486,Lechona casera,,83.0
8436,Caldereta de cordero,Plato principal,29.2
8380,Lomo con mostaza al hojandre,,68.3
8361,Eduardo septimo,,66.9
8333,NiÃ±os envueltos de carne,Plato principal,75.5
8327,Lechonchito al horno,,39.7
8321,Stick a la pimienta,,24.6
8312,Rosbife facil,,81.5
7968,Cocido maragato de cabrito,,57.4
7903,Costillitas de cerdo con papas,,53.0
7904,Salchichas de copetÃ­n a la suiza,Entrada,67.6
7886,jamon glacÃ© y ensalada rusa,,34.6
7686,higado de cordero encebollado,Plato principal,22.1
7647,Chuletas de cerdo con frutas,,20.1
7648,Chuletas de cordero villaroy,,87.6
7595,Hamburguesas de cerdo,Plato principal,68.2
7596,Lomo de cerdo con salsa de manzanas a la mostaza,,42.3
7590,Costillas a la cerveza,Plato principal,4.5
7588,Cerdo con porotos negros,,74.6
7589,Cerdo con salsa de coco,,49.0
7583,CarrÃ© de cerdo con Pure de manzanas,,91.0
7578,Brochettes de cerdo con cebollas y jamones,,58.8
7574,albondigas de cerdo,Plato principal,48.7
7575,Bifes de cerdo a la criolla,,59.6
7573,Unas albondigas especiales,,93.2
7572,Ternera al vino,,23.1
7571,Ternera a la italiana,,50.8
7569,Peceto a la cacerola con cebolla,Plato principal,60.9
7565,Pastel de carne en Pure de papas batatas y calabaza,nan,95.0
7560,Milanesas de ternera con papas fritas,,65.8
7558,Lomo welington,,98.7
7553,Lomo a las finas hierbas,,15.1
7552,Lomo a la sal al horno,,24.2
7550,Hamburguesas caseras de ternera,Plato principal,94.2
7549,Estofado de peceto al romero,,19.5
7546,Colita de cuadril rellena,,52.5
7547,Entrecote o bife de chorizo al romero y limon,,39.5
7544,Carne a la cacerola con salsa criolla,,50.7
7542,Brochettes de lomo y panceta ahumada,,78.9
7531,Cordero con zanahorias,,88.9
7385,NavarÃ­n de cordero,,72.5
7384,Morcilla con hojaldre,,11.8
7236,Paleta de cordero a las finas hierbas,,81.2
7232,Cordero en salsa de verdeo,,10.7
7229,Carne de corderito a la cacerola,,23.9
7227,Arrollado de cordero,,19.8
7003,Picadillo de nopal,,6.7
6925,Choriqueso  y delicioso,Entrada,8.7
6782,Arrollado de palta con salsa verde,,28.8
6719,Acaramelado primavera de jamon,,98.2
31390,LENGUA VACUNO A LA PARRILLA,,96.4
31373,Chuletas a la sarten con manzana y relleno facil,,62.7
31345,Solomillo al ajo,Plato principal,74.3
31133,Solomillo de cerdo en salsa con ,Plato principal,97.5
31131,Rabo de cerdo en salsa con ,Plato principal,8.6
31132,Solomillos al queso con ,Plato principal,47.3
31129,Rollo de carne picada con ,Plato principal,12.4
31122,Carne en tomate con ,,13.0
31108,Ossobuco en salsa con ,Plato principal,99.1
31103,Lomo en salsa con ,Plato principal,56.8
31099,Filetes de lomo en salsa con ,Plato principal,18.7
31090,Callos con ,,62.3
30268,CORDERO ASADO A LA MENTA,,16.1
30056,CHULETAS DE CERDO AL VERMÃ,,79.4
45380,Chop suey casero,Plato principal,9.7
43404,Salchichas a la diabla,Entrada,77.0
43182,Enrollado de carne molida al horno,Plato principal,87.1
43123,Menudo de ternera,Plato principal,9.1
41519,Discada regia,Plato principal,30.5
36774,Carnitas de puerco,Plato principal,6.6
35940,Chorizos de cojute salvadorenio,Plato principal,94.7
35860,Asado de puerco,Plato principal,69.0
34891,albondigas con verduras,Plato principal,6.3
34887,Bolitas de carne fritas,,90.4
33221,Carnitas de puerco estilo MichoacÃ¡n,Plato principal,11.2
32064,Cochinita pibil,Plato principal,10.1
20284,Birria de Guadalajara,Plato principal,93.7
14042,Chorizos al vino,Entrada,68.1
12019,Cochinita pibil en olla express,Plato principal,86.7
11895,Milanesa a la napolitana,Plato principal,1.4
11894,Milanesa de carne,Plato principal,96.5
11812,Costillas en salsa barbacoa casera,Plato principal,65.3
11629,Chop suey de carne de res,Plato principal,68.0
11503,Lengua de ternera estofada,Plato principal,50.1
10044,Asado de carne en salsa negra,Plato principal,0.5
9556,Matambre a la pizza,,85.6
9463,NiÃ±os envueltos de repollo,Plato principal,51.6
9189,Cochinita pibil rÃ¡pida,Plato principal,26.1
8854,Carne en salsa con Champiniones,Plato principal,32.7
8626,Chuletas de cerdo a la coca-cola,Plato principal,33.6
8359,Pierna de puerco al horno,Plato principal,64.2
7554,Lomo al champignon,Plato principal,47.6
6502,Rollo de carne,Plato principal,95.4
6468,Picadillo de carne molida,Plato principal,8.2
51413,Solomillo de cerdo LÃ©kuÃ© en salsa de Jerez,Plato principal,70.0
6592,Caracol,,28.0
6543,Carne asada a la tampiqueÃ±a,,68.9
6531,Chuletas con pinia,,93.4
6530,LechÃ³n asado a la vara,,68.7
6523,Lomito al champiÃ±on,,66.8
6517,Pierna de cordero al horno con patatas,,27.0
6513,Chuletas de cerdo a la pepsi-cola,,10.7
6510,Lomo a la serrana,,41.6
6511,Lomo de cerdo a la manzana,Plato principal,99.1
6505,Lomo relleno con ciruelas pasas y almendras,,60.3
6500,Cuadril con salsa de aceitunas,,32.0
6497,Carne a la cerveza,,26.3
6496,Higadete,,60.6
6489,Costillas de cerdo con pimientos,,91.3
6485,NiÃ±os envueltos al roquefort,,34.5
6486,Bifes a la pizzaiola,,89.9
6471,Cordero a la cerveza negra,,42.7
6414,Lomo de cherne,,2.7
6354,Pastel de carne y arroz,Entrada,43.0
6334,Callos con panceta,,21.8
6333,Cabrito en adobo,Plato principal,0.1
6332,Ternera en salsa,,24.8
6326,Morcilla,,35.6
6324,Lengua mechada,Plato principal,94.1
6323,Higado canario,,28.6
6313,Carne con papas en salsa,,45.0
6311,Cabrito en salsa,,59.5
6312,Carne de cabra,,13.6
1734,RiÃ±ones al vino tinto con almidon de maiz,,16.7
70,Fondo blanco de ternera,,61.8
62,Carne estofada,Plato principal,47.9
55,Albondigas,,11.4
74084,Chicha andina,,47.5
74065,Suero de leche casero,Desayuno,3.5
74023,TÃ© de hierbabuena  adelgazar,,83.8
73988,TÃ© de cÃºrcuma y jengibre,Desayuno,64.8
73939,Batidos  desayunar - Recetas  adelgazar y quemar grasa,,11.2
73777,Michelada con camarones,,29.9
73550,TÃ© de perejil  adelgazar,,87.9
73666,TÃ© de manzanilla  adelgazar,,36.6
73178,Jugos  limpiar el higado graso,,98.8
73321,Daiquiri de durazno,,73.5
73296,Caipirinha de kiwi,,93.0
72926,10 batidos de proteÃ­nas caseros  adelgazar y cuÃ¡ndo tomarlos,,51.2
72890,Licuado de papaya y avena - Receta y  quÃ© sirve,,66.8
72778,17 tragos y cocteles con vodka ,,56.4
66890,French hot chocolate,Desayuno,50.3
66504,Limonada con jengibre,,39.0
71899,Cerveza de mantequilla de Harry Potter,,75.8
71841,15 jugos naturales  la anemia,,26.1
71718,Batido de aguacate,Desayuno,35.1
71482,13 jugos verdes  adelgazar y quemar grasa,,16.1
71337,20 jugos de frutas  diabÃ©ticos,,14.6
71186,Bebidas alcohÃ³licas que menos engordan - Â¡MÃ¡s de 20!,,14.4
71066,Leche de almendras sin azÃºcar - Receta propiedades y calorÃ­as,nan,16.9
71033,Leche de arroz y coco - Beneficios y receta ,,95.2
70604,TÃ© de kombucha,,72.6
70318,cafe con aceite de coco,Desayuno,99.0
69729,Lassi de coco,,96.2
69138,Rompope de cafe casero,,74.4
69142,Limonada alcalina casera,Desayuno,74.1
68390,Smoothie de aguacate y pinia,Desayuno,84.5
68293,Smoothie bowl de papaya y cacao,Desayuno,73.1
68280,Batido de pepino apio y manzana verde,Desayuno,31.87
68219,Smoothie de chocolate y cafe,Desayuno,36.8
68084,Smoothie de platano y yogur,Desayuno,0.5
67981,Smoothie de calabaza,Desayuno,77.6
67920,Licor de mandarina casero,Acompanamiento,17.9
67778,Batido de platano y avena  adelgazar,Desayuno,41.2
67784,Batido de proteÃ­nas casero  cenar,Cena,87.3
67785,Cocada venezolana,,11.9
67818,Jugo de naranja con jengibre  la gripe,Desayuno,61.7
67723,Smoothie de platano y canela sin azÃºcar,Desayuno,89.2
67519,Batido de platano y canela con especias,Desayuno,56.9
67512,Jugo de pitahaya con leche,Desayuno,71.7
67415,Smoothie bowl de platano,Desayuno,25.2
67366,Smoothie de frutos rojos y platano,Desayuno,99.4
67287,Smoothie de platano con manzana y espinacas,Desayuno,10.0
67172,cafe con espirulina,Desayuno,45.4
66914,CÃ³mo hacer vinagre de arroz casero,Acompanamiento,79.1
66982,Smoothie de chocolate y platano -Â¡Con crema de cacahuete/ mani­!,Desayuno,63.9
66861,Batido de remolacha zanahoria y manzana,Desayuno,17.83
66784,Smoothie  despuÃ©s de entrenar,,66.3
65877,Daiquiri cubano original (y con sabores),,54.5
65854,San Francisco (coctel sin alcohol),,52.2
66510,Jugo de zanahoria con naranja  embarazadas,Desayuno,47.3
66540,Smoothie de mango y platano,Desayuno,97.5
66279,Jugo detox con naranja jengibre y caqui,Desayuno,17.83
66103,10 jugos de frutas  adelgazar el abdomen rÃ¡pido,,0.4
65967,Ponche crema de chocolate,,15.2
65970,Ponche crema de Oreo,,87.2
65832,Ponche crema de cafe casero,Acompanamiento,30.3
65441,CÃ³mo prer pinia colada en coctelera (con o sin alcohol),,71.2
65369,Ponche de huevo vegano,,84.3
65175,Mojito cubano autentico (con o sin alcohol),,39.8
65069,Jugo de espinacas apio y manzana -Â¡MultivitamÃ­nico!,Desayuno,17.83
65009,Jugo de papaya manzana y naranja,Desayuno,17.83
64081,Batido de platano y frutas del bosque,Desayuno,63.9
63887,Smoothie bowl de frutos rojos y fruta del dragÃ³n,Desayuno,1.7
63767,Atole de maiz,,54.5
63389,Caipiroska de fresa,,74.9
62959,Golden milk  (leche dorada),Merienda,65.6
62701,Batido de remolacha zanahoria y apio- Â¡Lleno de vitaminas!,Desayuno,17.83
62416,Batido de platano y kiwi,Desayuno,98.9
62171,Licuado de pinia y guayaba,Desayuno,19.8
62155,Lassi de mango vegano,,70.4
62042,Batido verde  despuÃ©s de entrenar,,57.2
61978,Pasta dorada de cÃºrcuma,Merienda,93.6
61953,Irish coffee o cafe irlandÃ©s,,66.3
61547,Batido de leche de coco,Merienda,46.7
61555,Batido de mango y avena,Desayuno,23.1
61553,Jugo de nopal  bajar el colesterol,Desayuno,48.8
61517,Batido de mango con almendras,,5.5
61071,Zurracapote de Miranda de Ebro,,30.9
61463,Limonada casera con hierbabuena,,95.6
61453,Chamoyada de fresa,Postre,8.2
61424,Smoothie bowl de mango,Desayuno,99.8
61380,Smoothie bowl de chocolate y platano,Desayuno,36.8
61300,Smoothie de cereza y platano,Desayuno,57.5
61305,Leche merengada sin huevo,Merienda,71.6
61232,Limonada con miel,,76.9
61095,cafe vietnamita con huevo,,86.9
61085,Horchata de chufa casera,Merienda,11.4
61031,Batido de fresas y jengibre  adelgazar,Desayuno,66.5
60782,Agua de avena  adelgazar,Desayuno,78.6
60860,Agua de berenjena y limon  adelgazar - PreciÃ³n y contraindicaciones,,20.8
60568,Tizana venezolana,,44.1
60486,CaipiriÃ±a de fresa,,8.7
60464,Jugo de guayaba y naranja,Desayuno,60.4
60225,Dama blanca coctel,,2.0
60187,Batido de fresas con ,Merienda,44.2
60111,coctel de frutas  ,,92.9
60055,Smoothie de fresa platano y kiwi,Acompanamiento,34.1
59964,Ponche de frutas con alcohol,Acompanamiento,37.7
59858,Martini de chocolate con Baileys,,77.5
59713,Batido de fresa pomelo y naranja,Desayuno,17.83
59706,Zumo de granada y naranja con zanahoria,Desayuno,42.8
59703,Coquito puertorriqueÃ±o de fresa,Postre,46.8
59701,Coquito de turrÃ³n,Postre,12.0
59654,Ponche sin alcohol  Halloween,Acompanamiento,5.4
59656,Smoothie de mango con granola,Desayuno,40.6
52483,Jugos de verduras  bajar de peso,,85.6
59498,TÃ© de jengibre  adelgazar rÃ¡pido,,99.0
59598,Agua de pepino con limon,,6.5
59591,Agua de alfalfa con limon y pinia,,97.3
59565,Daiquiri,,69.4
59564,Caipiroska,,94.5
59544,Batido de mango y naranja,Desayuno,68.9
59507,Batido de  mani­,Merienda,96.1
59505,Smoothie verde con platano,Desayuno,56.2
59489,Batido de vainilla y pera,Desayuno,68.8
59453,Limonada de moras,Merienda,39.6
59355,SandÃ­a con vodka,,68.5
59389,Atole de galleta MarÃ­a,,15.2
59378,Mojito - CÃ³mo hacer mojito casero en 10 minutos,,83.6
59210,Batido de  Melon y kiwi  adelgazar,Desayuno,68.7
59143,Smoothie de kiwi platano y jengibre,Desayuno,17.83
59115,Smoothie de kiwi y naranja - Smoothie antigripal,Merienda,17.1
59109,Licuado de manzana con avena,Desayuno,58.0
59044,Batido de chocolate con cafe,Merienda,65.6
59038,Jugo con fibra,Desayuno,17.3
58970,Smoothie de sandÃ­a manzana y frambuesas,Desayuno,17.83
58972,Jugo quema grasas,Desayuno,58.7
58203,Coquito   ,,61.3
58914,Limonada de lichi,,24.4
